nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT07275697,semaglutide,Emma Svennberg,OTHER,Waiting on Atrial Fibrillation Intervention Therapy (WAIT) Study,PHASE4,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07279194,poterepatide,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,Efficacy and Safety of HDM1005 in Chinese Obesity or Overweight Patients Without Diabetes,PHASE3,RECRUITING,poterepatide,poterepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42125916/,HDM1005.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07280936,shr-2906,"Beijing Suncadia Pharmaceuticals Co., Ltd",INDUSTRY,A Study of SHR-2906 Injection in Healthy Subjects With a Single Dose and in Obese Patients With Multiple Doses,PHASE1,RECRUITING,,shr-2906,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07281495,taldefgrobep alfa,Biohaven Therapeutics Ltd.,INDUSTRY,Taldefgrobep Alfa in Adults With Overweight and Obesity,PHASE2,ACTIVE_NOT_RECRUITING,,taldefgrobep alfa,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07281937,vrb-101,Verdiva Bio Dev Limited,INDUSTRY,A Study of Weekly Oral Ecnoglutide (VRB-101) in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities,PHASE2,COMPLETED,vrb-101,ecnoglutide,Incretin-based,GLP-1,GLP1R,cAMP-biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED_ALIAS,high,https://clinicaltrials.gov/study/NCT07281937,VRB-101 is an oral formulation of ecnoglutide; collapse into ecnoglutide identity.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT07282340,phentermine,"Russell McCulloh, MD",NETWORK,Phentermine's Impact on Treatment in Teens,PHASE2,RECRUITING,phentermine,phentermine,CNS/appetite,sympathomimetic,noradrenergic/monoaminergic pathways,Sympathomimetic appetite suppression,small molecule,,False,VERIFIED,high,,Established appetite suppressant.,False,VERIFIED,VERIFIED,CNS/appetite,sympathomimetic,True,False,False
NCT07282600,eloralintide,Eli Lilly and Company,INDUSTRY,"A Study of Eloralintide (LY3841136) in Participants With Obesity or Overweight, and Type 2 Diabetes",PHASE3,RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07284875,ribupatide,Kailera,INDUSTRY,Efficacy and Safety of Ribupatide in Participants Living With Obesity or Overweight With Weight-Related Comorbidities Who Do Not Have Diabetes,PHASE3,RECRUITING,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07284901,ribupatide,Kailera,INDUSTRY,Efficacy and Safety of Ribupatide Administered Once Weekly in Participants Living With Obesity or Overweight and Diabetes,PHASE3,RECRUITING,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07284979,ribupatide,Kailera,INDUSTRY,Efficacy and Safety of Ribupatide Administered Once Weekly Compared With Semaglutide and Placebo in Participants Living With Obesity Who Do Not Have Diabetes,PHASE3,RECRUITING,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07284979,semaglutide,Kailera,INDUSTRY,Efficacy and Safety of Ribupatide Administered Once Weekly Compared With Semaglutide and Placebo in Participants Living With Obesity Who Do Not Have Diabetes,PHASE3,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07285902,ribupatide,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,A Study Comparing the Efficacy and Safety of HRS9531 Injection With Semaglutide Injection in Subjects With Obesity,PHASE3,ACTIVE_NOT_RECRUITING,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07285902,semaglutide,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,A Study Comparing the Efficacy and Safety of HRS9531 Injection With Semaglutide Injection in Subjects With Obesity,PHASE3,ACTIVE_NOT_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07291232,abbv-295,AbbVie,INDUSTRY,A Study of ABBV-295 Subcutaneous Injections to Assess Adverse Events and Pharmacokinetics in Adult Participants With Obesity,PHASE1,RECRUITING,abbv-295,abbv-295,Amylin-based,amylin,amylin receptors,Long-acting amylin analogue,peptide,multi,False,VERIFIED,high,https://www.gubra.dk/mfn_news/gubra-announces-achievement-of-milestone-from-abbvie-following-initiation-of-a-phase-2-clinical-trial-of-abbv-295-a-long-acting-amylin-analog/,Long-acting non-incretin amylin analogue.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07292441,bofanglutide,Gan & Lee Pharmaceuticals.,INDUSTRY,Extension Study of the Phase 3 Clinical Study of GZR18 Injection for Weight Loss,PHASE3,RECRUITING,bofanglutide,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GZR18; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07292519,tirzepatide,South West Sydney Local Health District,OTHER,Tirzepatide Combined With Cognitive-Behavioural Therapy (CBT) for Adults With Alcohol Use Disorder (AUD) and Overweight/Obesity (OOB),PHASE2,NOT_YET_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07294235,bgm1812,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,A Study of BGM1812 Injection in Healthy and Non-diabetic Overweight or Obese Chinese Participants,PHASE1,RECRUITING,bgm1812,bgm1812,Amylin-based,amylin/calcitonin,amylin receptors; CTR,Dual amylin and calcitonin receptor agonist (DACRA),peptide,dual,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/40608546/,Novel DACRA developed for obesity.,False,VERIFIED,VERIFIED,Amylin-based,amylin/calcitonin,True,False,False
NCT07294898,kai-7535,Kailera,INDUSTRY,A Study to Investigate the Effect of a Low-fat Meal and Evening Dosing on KAI-7535 in Participants Living With Obesity or Overweight,PHASE1,COMPLETED,kai-7535,hrs-7535,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED_ALIAS,high,https://investors.kailera.com/news-releases/news-release-details/kailera-therapeutics-announces-positive-topline-data-two-hengrui,KAI-7535 and HRS-7535 are the same oral small-molecule GLP-1RA.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT07294950,semaglutide,"Mount Sinai Hospital, Canada",OTHER,Impact of Semaglutide Withdrawal on Cardiometabolic Profile and Physiology of Energy Balance: Recovery Effects After Semaglutide Termination,PHASE3,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07297290,metformin,University Of Nigeria Teaching Hospital,NETWORK,"Effect of Metformin Use on Weight Loss in Obese, Non-diabetic People (MOWRI)",PHASE3,RECRUITING,metformin,metformin,Metabolic/energy expenditure,insulin sensitisation/metabolic,mitochondrial complex I; AMPK-associated pathways,Pleiotropic insulin-sensitising and metabolic effects,small molecule,,False,VERIFIED,medium,,Mechanism is pleiotropic; no single receptor target adequately describes metformin.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,insulin sensitisation/metabolic,True,False,False
NCT07299084,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study to Evaluate the Effect of Fasting Duration and Tirzepatide Withholding on the Amount of Food and Fluid in the Stomach in Participants With Type 2 Diabetes Mellitus and Participants With Overweight or Obesity Without Type 2 Diabetes Mellitus,PHASE1,ACTIVE_NOT_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07301437,liraglutide,The Fourth Affiliated Hospital of Zhejiang University School of Medicine,OTHER,RWS of of Liraglutide Alone and in Combination With Orlistat for Weight Loss in Overweight/Obese Patients.,PHASE4,NOT_YET_RECRUITING,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07307274,synt101,Syntis Bio,INDUSTRY,"A Study of SYNT-101 to Test Safety, Tolerability and Pharmacodynamics of SYNT-101 in Healthy and Overweight Adults",PHASE1,COMPLETED,,synt101,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07307638,zt006,"Beijing QL Biopharmaceutical Co.,Ltd",INDUSTRY,"Dose-escalation and Food Effect Study of ZT006 in Healthy, Overweight and Obese Participants",PHASE1,COMPLETED,zt006,ZT006,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,oral peptide,mono,True,VERIFIED,high,https://diabetesjournals.org/diabetes/article/75/Supplement_1/1721-P/167880/,Oral GLP-1 receptor agonist peptide.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07310563,maridebart cafraglutide,Amgen,INDUSTRY,A Trial to Evaluate Interactions Between Antiemetic Medication and AMG 133 in Participants Living With Overweight or Obesity,PHASE1,COMPLETED,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07310563,ondansetron,Amgen,INDUSTRY,A Trial to Evaluate Interactions Between Antiemetic Medication and AMG 133 in Participants Living With Overweight or Obesity,PHASE1,COMPLETED,,ondansetron,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07310901,crb-913,Corbus Pharmaceuticals Inc.,INDUSTRY,"A 2-part, Phase 1b Clinical Study Designed to Evaluate the Safety, PK, and Efficacy of CRB-913 in Participants With Obesity",PHASE1,ACTIVE_NOT_RECRUITING,crb-913,CRB-913,CNS/peripheral appetite-metabolic,CB1 inverse agonism,CNR1 (CB1),Highly peripherally restricted cannabinoid-1 receptor inverse agonism,small molecule,mono,False,VERIFIED,high,https://www.corbuspharma.com/our-pipeline/crb-913-inverse-agonist-biology-obesity-treatment,Oral peripherally restricted CB1 inverse agonist.,False,VERIFIED,VERIFIED,CNS/peripheral appetite-metabolic,CB1 inverse agonism,True,False,False
NCT07311850,berobenatide,Pfizer,INDUSTRY,Efficacy and Safety of MET097 Once-Weekly in People With Overweight or Obesity,PHASE3,ACTIVE_NOT_RECRUITING,berobenatide,berobenatide,Incretin-based,GLP-1,GLP1R,Long-acting biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://www.pfizer.com/news/press-release/press-release-detail/robust-phase-2b-efficacy-and-favorable-tolerability-support,PF-08653944/MET-097i; ultra-long acting peptide.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07313761,maridebart cafraglutide,Amgen,INDUSTRY,A Trial to Compare the Extent to Which Maridebart Cafraglutide (AMG 133) is Made Available in the Body When Administered Using Two Subcutaneous Presentations,PHASE1,COMPLETED,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07314528,glp-1 receptor agonist,"St. James's Hospital, Ireland",OTHER,Evaluating the Impact of GLP-1 Receptor Agonists With Total Neoadjuvant Therapy in Rectal Cancer,PHASE2,NOT_YET_RECRUITING,glp-1 receptor agonist,unspecified GLP-1 receptor agonist,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,unspecified,mono,True,VERIFIED,medium,,Generic class label rather than a named molecule.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07317115,semaglutide,"GT Metabolic Solutions, Inc.",INDUSTRY,Side-to-Side Duodeno-ileostomy Versus Semaglutide in Adults With Obesity and Type 2 Diabetes,,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07321886,eloralintide,Eli Lilly and Company,INDUSTRY,"A Study of Eloralintide (LY3841136) in Participants With Obesity, or Overweight Without Type 2 Diabetes",PHASE3,RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07324850,sgb-7342,Suzhou Sanegene Bio Inc.,INDUSTRY,A Study of SGB-7342 in Subjects With Obesity or Overweight,PHASE1,NOT_YET_RECRUITING,,sgb-7342,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07326111,tirzepatide,University of Bonn,OTHER,A Clincial Study Testing Tirzepatide on Reproductive Function and Metabolic Health in Women With PCOS Who Are Overweight or Obese,PHASE4,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07326839,orlistat,XueMei Guo,OTHER,Orlistat and Weight Management for Uric Acid Control in Obese Gout: A RCT,,NOT_YET_RECRUITING,orlistat,orlistat,GI nutrient absorption,lipase inhibition,gastric and pancreatic lipases,Gastrointestinal lipase inhibitor reducing dietary fat absorption,small molecule,,False,VERIFIED,high,,Peripheral gastrointestinal mechanism.,False,VERIFIED,VERIFIED,GI nutrient absorption,lipase inhibition,True,False,False
NCT07331389,empagliflozin,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction Study of HDM1002 and Metformin, Empagliflozin, Midazolam, Valsartan, and Warfarin",PHASE1,RECRUITING,empagliflozin,empagliflozin,Renal/glucose transport,SGLT2,SLC5A2 (SGLT2),SGLT2 inhibitor,small molecule,,False,VERIFIED,high,,Established SGLT2 inhibitor; repurposed/metabolic obesity context.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT2,True,False,False
NCT07331389,hdm1002,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction Study of HDM1002 and Metformin, Empagliflozin, Midazolam, Valsartan, and Warfarin",PHASE1,RECRUITING,hdm1002,hdm1002,Incretin-based,GLP-1,GLP1R,Potent selective GLP-1 receptor full agonist with cAMP-biased signalling,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07331389,metformin,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction Study of HDM1002 and Metformin, Empagliflozin, Midazolam, Valsartan, and Warfarin",PHASE1,RECRUITING,metformin,metformin,Metabolic/energy expenditure,insulin sensitisation/metabolic,mitochondrial complex I; AMPK-associated pathways,Pleiotropic insulin-sensitising and metabolic effects,small molecule,,False,VERIFIED,medium,,Mechanism is pleiotropic; no single receptor target adequately describes metformin.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,insulin sensitisation/metabolic,True,False,False
NCT07331389,valsartan,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction Study of HDM1002 and Metformin, Empagliflozin, Midazolam, Valsartan, and Warfarin",PHASE1,RECRUITING,,valsartan,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07332273,levothyroxine,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud,OTHER,Levothyroxine as Adjuvant to a Hypocaloric Diet for the Treatment of Obesity.,PHASE3,RECRUITING,,levothyroxine,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07336797,empagliflozin,Abdelrahman Mahmoud,OTHER,Effect of Empagliflozin on Metabolic Outcomes in Adults Living With HIV Receiving Dolutegravir-Based Therapy,PHASE2,RECRUITING,empagliflozin,empagliflozin,Renal/glucose transport,SGLT2,SLC5A2 (SGLT2),SGLT2 inhibitor,small molecule,,False,VERIFIED,high,,Established SGLT2 inhibitor; repurposed/metabolic obesity context.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT2,True,False,False
NCT07337174,huc2-676,"Huons Co., Ltd.",INDUSTRY,Study to Compare and Evaluate the Safety and Pharmacokinetics After Subcutaneous Injection of HUC2-676 or HUC2-676-R in Healthy Adult Subjects,PHASE1,NOT_YET_RECRUITING,,huc2-676,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07337174,huc2-676-r,"Huons Co., Ltd.",INDUSTRY,Study to Compare and Evaluate the Safety and Pharmacokinetics After Subcutaneous Injection of HUC2-676 or HUC2-676-R in Healthy Adult Subjects,PHASE1,NOT_YET_RECRUITING,,huc2-676-r,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07338214,petrelintide,Zealand Pharma,INDUSTRY,Investigating the Pharmacokinetics of Petrelintide Using Different Drug Product Concentrations,PHASE1,COMPLETED,petrelintide,petrelintide,Amylin-based,amylin,amylin receptors; CTR,Long-acting human amylin analogue,peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41217931/,Long-acting amylin analogue.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07339423,zenagamtide,Novo Nordisk A/S,INDUSTRY,AMAZE 1: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight Lose Weight,PHASE3,RECRUITING,zenagamtide,zenagamtide,Incretin + amylin,GLP-1/amylin,GLP1R; amylin receptors; CTR,"Unimolecular GLP-1, amylin and calcitonin receptor agonist",peptide,multi,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42532079/,Formerly amycretin; current name zenagamtide.,False,VERIFIED,VERIFIED,Incretin + amylin,GLP-1/amylin,True,False,False
NCT07347808,vct220,"Vincentage Pharma Co., Ltd",INDUSTRY,A Pharmacokinetic Study of VCT220 With Moderate Renal Impairment Patients,PHASE1,COMPLETED,vct220,vct220,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42595749/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07349381,cx11 vct220,"Vincentage Pharma Co., Ltd",INDUSTRY,A Food-Effect Study of CX11 in Healthy Participants,PHASE1,RECRUITING,cx11 vct220,vct220,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://www.corxelbio.com/en/press-releases/corxel-acquires-worldwide-excluding-greater-china-rights-to-an-oral-small-molecule-glp-1-ra-for-the-treatment-of-obesity-and-diabetes/,CX11 and VCT220 are the same oral non-peptide GLP-1RA.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT07353931,eloralintide,Eli Lilly and Company,INDUSTRY,Efficacy and Safety of Eloralintide (LY3841136) in Participants With Osteoarthritis Knee Pain and Obesity or Overweight,PHASE3,RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07354880,tirzapatide,University Medical Centre Ljubljana,OTHER,Effect of Tirzepatide on Cardiovascular and Metabolic Parameters in Obese Adult Patients With Congenital Heart Disease,PHASE4,NOT_YET_RECRUITING,,tirzapatide,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07355738,bofanglutide,Gan & Lee Pharmaceuticals.,INDUSTRY,Bioequivalence Study of GZR18 Injection Before and After CMC Change,PHASE1,RECRUITING,bofanglutide,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GZR18; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07357415,retatrutide,Eli Lilly and Company,INDUSTRY,A Study of Retatrutide (LY3437943) in Participants Without Type 2 Diabetes Who Have Obesity or Overweight,PHASE3,ACTIVE_NOT_RECRUITING,retatrutide,retatrutide,Incretin-based,GLP-1/GIP/glucagon,GLP1R; GIPR; GCGR,Triple GLP-1/GIP/glucagon receptor agonist,peptide,triple,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Triple incretin/glucagon agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP/glucagon,True,False,False
NCT07357766,cagrilintide + semaglutide,Novo Nordisk A/S,INDUSTRY,A Research Study to Compare Different Versions of Injectable CagriSema and Placebo in People With Excess Body Weight,PHASE3,WITHDRAWN,cagrilintide + semaglutide,cagrilintide + semaglutide,Incretin + amylin,amylin + GLP-1 combination,AMY1R/AMY2R/AMY3R; CTR; GLP1R,Combination of amylin-receptor agonism and GLP-1 receptor agonism,peptide combination,combination,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,CagriSema.,False,VERIFIED,VERIFIED,Incretin + amylin,amylin + GLP-1 combination,True,False,False
NCT07362030,metformin,"Guangdong Raynovent Biotech Co., Ltd",INDUSTRY,"Drug-durg Interaction of RAY1225 With Warfarin, Atorvastatin, Metformin and Digoxin",PHASE1,ACTIVE_NOT_RECRUITING,metformin,metformin,Metabolic/energy expenditure,insulin sensitisation/metabolic,mitochondrial complex I; AMPK-associated pathways,Pleiotropic insulin-sensitising and metabolic effects,small molecule,,False,VERIFIED,medium,,Mechanism is pleiotropic; no single receptor target adequately describes metformin.,False,VERIFIED,VERIFIED,Metabolic/energy expenditure,insulin sensitisation/metabolic,True,False,False
NCT07362030,ray1225,"Guangdong Raynovent Biotech Co., Ltd",INDUSTRY,"Drug-durg Interaction of RAY1225 With Warfarin, Atorvastatin, Metformin and Digoxin",PHASE1,ACTIVE_NOT_RECRUITING,ray1225,ray1225,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Biased dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://diabetesjournals.org/diabetes/article/75/Supplement_1/1227-OR/167132/,Long-acting/biweekly dual agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07364175,tirzepatide,Cambridge University Hospitals NHS Foundation Trust,OTHER,A Trial Within Cohort Feasibility Study Design Comparing Standard of Care Versus Weight Loss (Achieved Through Tirzepatide) for Obesity-related Hypertension in Young Adults,,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
